id	rate
46019	.05
46021	.03
46023	.07
46025	.04
46027	.21
46029	.01
46031	.04
46033	.10
46035	.04
46037	.01
46039	.04
46041	.03
46043	.04
46045	.12
46047	.06
46049	.06
46051	.02
46053	.07
46055	.02
46057	.04
46059	.04
46061	.05
46063	.01
46065	.13
46067	.04
46069	.05
46071	.03
46073	.07
46075	.10
46077	.02
46079	.07
46081	.05
46083	.15
46085	.10
46087	.02
46089	.03
46091	.06
46093	.02
46095	.05
46097	.00
46099	.07
46101	.05
46103	.04
46105	.01
46107	.06
46109	.02
46111	.04
46113	.02
46115	.02
46117	.05
46119	.14
46121	.08
46123	.04
46125	.14
46127	.10
46129	.03
46135	.06
46137	.01
47001	.00
47003	.04
47005	.04
47007	.04
47009	.04
47011	.03
47013	.01
47015	.06
47017	.12
47019	.03
47021	.04
47023	.05
47025	.02
47027	.03
47029	.05
47031	.08
47033	.50
47035	.16
47037	.05
47039	.05
47041	.03
47043	.02
47045	.16
47047	.23
47049	.06
47051	.13
47053	.18
47055	.02
47057	.02
47059	.04
47061	.06
47063	.03
47065	.01
47067	.02
47069	.13
47071	.05
47073	.01
47075	.45
47077	.09
47079	.09
47081	.01
47083	.01
47085	.02
47087	.02
47089	.03
47091	.05
47093	.04
47095	.17
47097	.20
47099	.08
47101	.00
47103	.05
47105	.04
47107	.02
47109	.07
47111	.04
47113	.27
47115	.02
47117	.03
47119	.02
47121	.02
47123	.04
47125	.08
47127	.00
47129	.02
47131	.10
47133	.03
47135	.00
47137	.04
47139	.06
47141	.02
47143	.02
47145	.01
47147	.13
47149	.04
47151	.02
47153	.01
47155	.01
47157	.09
47159	.07
47161	.02
47163	.04
47165	.05
47167	.27
47169	.05
47171	.04
47173	.03
47175	.01
47177	.07
47179	.06
47181	.00
47183	.06
47185	.01
47187	.02
47189	.01
48001	.02
48003	.10
48005	.03
48007	.00
48009	.16
48011	.00
48013	.06
48015	.06
48017	.15
48019	.01
48021	.04
48023	.41
48025	.36
48027	.24
48029	.13
48031	.03
48033	.04
48035	.04
48037	.02
48039	.14
48041	.17
48043	.00
48045	.25
48047	.03
48049	.03
48051	.23
48053	.02
48055	.10
48057	.61
48059	.03
48061	.35
48063	.04
48065	.14
48067	.01
48069	.35
48071	.09
48073	.01
48075	.00
48077	.05
48079	.17
48081	.01
48083	.03
48085	.26
48087	.11
48089	.18
48091	.02
48093	.07
48095	.16
48097	.04
48099	.10
48101	.03
48103	.00
48105	.00
48107	.16
48109	.00
48111	.00
48113	.02
48115	.28
48117	.17
48119	.05
48121	.08
48123	.02
48125	.05
48127	.05
48129	.21
48131	.08
48133	.04
48135	.00
48137	.00
48139	.16
48141	.65
48143	.01
48145	.19
48147	.12
48149	.08
48151	.22
48153	.36
48155	.18
48157	.41
48159	.02
48161	.02
48163	.16
48165	.35
48167	.05
48169	.00
48171	.04
48173	.13
48175	.05
48177	.04
48179	.00
48181	.19
48183	.03
48185	.01
48187	.14
48189	.38
48191	.16
48193	.04
48195	.22
48197	.04
48199	.01
48201	.09
48203	.00
48205	.00
48207	.33
48209	.08
48211	.00
48213	.02
48215	.37
48217	.30
48219	.27
48221	.00
48223	.01
48225	.04
48227	.14
48229	.28
48231	.11
48233	.18
48235	.00
48237	.00
48239	.42
48241	.03
48243	.00
48245	.08
48247	.00
48249	.21
48251	.06
48253	.25
48255	.05
48257	.02
48259	.00
48261	.00
48263	.01
48265	.01
48267	.01
48269	.08
48271	.00
48273	.69
48275	.37
48277	.08
48279	.36
48281	.08
48283	.02
48285	.02
48287	.03
48289	.04
48291	.29
48293	.04
48295	.08
48297	.05
48299	.00
48303	.30
48305	.16
48307	.05
48309	.22
48311	.00
48313	.01
48315	.01
48317	.12
48319	.06
48321	.36
48323	.17
48325	.22
48327	.00
48329	.08
48331	.25
48333	.00
48335	.15
48337	.02
48339	.00
48341	.33
48343	.02
48345	.00
48347	.02
48349	.20
48351	.03
48353	.28
48355	.52
48357	.10
48359	.00
48361	.00
48363	.01
48365	.02
48367	.01
48369	.36
48371	.00
48373	.01
48375	.00
48377	.00
48379	.01
48381	.07
48383	.14
48385	.00
48387	.07
48389	.00
48391	.52
48393	.02
48395	.20
48397	.25
48399	.15
48401	.02
48403	.04
48405	.03
48407	.00
48409	.55
48411	.10
48413	.06
48415	.15
48417	.09
48419	.02
48421	.26
48423	.01
48425	.01
48427	.10
48429	.00
48431	.00
48433	.07
48435	.00
48437	.24
48439	.01
48441	.12
48443	.00
48445	.41
48447	.21
48449	.00
48451	.31
48453	.20
48455	.02
48457	.01
48459	.00
48461	.00
48463	.27
48465	.02
48467	.03
48469	.47
48471	.01
48473	.14
48475	.00
48477	.01
48479	.00
48481	.38
48483	.05
48485	.13
48487	.18
48489	.45
48491	.33
48493	.06
48495	.00
48497	.02
48499	.03
48501	.34
48503	.05
48505	.00
48507	.22
49001	.48
49003	.08
49005	.07
49007	.12
49009	.00
49011	.12
49013	.02
49015	.13
49017	.02
49019	.01
49021	.38
49023	.09
49025	.04
49027	.29
49029	.08
49031	.11
49033	.01
49035	.05
49037	.03
49039	.16
49041	.21
49043	.00
49045	.00
49047	.06
49049	.12
49051	.02
49053	.07
49055	.14
49057	.04
50001	.05
50003	.06
50005	.03
50007	.03
50009	.04
50011	.03
50013	.02
50015	.01
50017	.01
50019	.02
50021	.03
50023	.01
50025	.15
50027	.03
51001	.41
51003	.04
51005	.04
51007	.09
51009	.03
51011	.02
51013	.00
51015	.08
51017	.00
51019	.04
51021	.06
51023	.05
51025	.15
51027	.01
51029	.01
51031	.04
51033	.12
51035	.02
51036	.00
51037	.07
51041	.06
51043	.14
51045	.00
51047	.09
51049	.08
51051	.00
51053	.17
51057	.32
51059	.09
51061	.07
51063	.04
51065	.02
51067	.12
51069	.19
51071	.01
51073	.15
51075	.01
51077	.03
51079	.03
51081	.43
51083	.09
51085	.18
51087	.09
51089	.02
51091	.01
51093	.53
51095	.11
51097	.25
51099	.09
51101	.35
51103	.27
51105	.03
51107	.05
51109	.05
51111	.08
51113	.10
51115	.13
51117	.11
51119	.26
51121	.04
51125	.03
51127	.26
51131	.54
51133	.32
51135	.04
51137	.07
51139	.08
51141	.08
51143	.11
51145	.01
51147	.05
51149	.24
51153	.09
51155	.03
51157	.02
51159	.21
51161	.03
51163	.03
51165	.14
51167	.02
51169	.02
51171	.13
51173	.02
51175	.61
51177	.03
51179	.01
51181	.50
51183	.35
51185	.01
51187	.00
51191	.04
51193	.20
51195	.01
51197	.06
51199	.04
51550	.36
51800	.61
51810	.12
53001	.06
53003	.02
53005	.24
53007	.64
53009	.01
53011	.05
53013	.04
53015	.16
53017	.04
53019	.00
53021	.00
53023	.02
53025	.25
53027	.10
53029	.03
53031	.00
53033	.04
53035	.00
53037	.07
53039	.08
53041	.07
53043	.01
53045	.01
53047	.19
53049	.09
53051	.00
53053	.19
53055	.00
53057	.41
53059	.32
53061	.14
53063	.08
53065	.01
53067	.03
53069	.00
53071	.14
53073	.15
53075	.16
53077	.00
54001	.00
54003	.23
54005	.00
54007	.00
54009	.01
54011	.02
54013	.00
54015	.01
54017	.00
54019	.00
54021	.00
54023	.00
54025	.02
54027	.04
54029	.02
54031	.09
54033	.00
54035	.01
54037	.11
54039	.00
54041	.01
54043	.01
54045	.00
54047	.00
54049	.00
54051	.00
54053	.05
54055	.03
54057	.02
54059	.00
54061	.01
54063	.09
54065	.05
54067	.00
54069	.03
54071	.01
54073	.01
54075	.00
54077	.03
54079	.02
54081	.04
54083	.03
54085	.00
54087	.00
54089	.03
54091	.01
54093	.00
54095	.00
54097	.01
54099	.02
54101	.01
54103	.00
54105	.00
54107	.00
54109	.00
55001	.37
55003	.01
55005	.04
55007	.03
55009	.08
55011	.11
55013	.05
55015	.08
55017	.07
55019	.05
55021	.25
55023	.11
55025	.33
55027	.21
55029	.07
55031	.02
55033	.13
55035	.04
55037	.01
55039	.17
55041	.03
55043	.25
55045	.23
55047	.17
55049	.22
55051	.04
55053	.15
55055	.21
55057	.12
55059	.13
55061	.04
55063	.12
55065	.28
55067	.20
55069	.03
55071	.12
55073	.05
55075	.05
55077	.15
55078	.00
55079	.00
55081	.13
55083	.05
55085	.20
55087	.12
55089	.13
55091	.14
55093	.12
55095	.03
55097	.27
55099	.03
55101	.10
55103	.10
55105	.27
55107	.02
55109	.09
55111	.21
55113	.03
55115	.03
55117	.18
55119	.02
55121	.09
55123	.07
55125	.00
55127	.27
55129	.04
55131	.19
55133	.17
55135	.06
55137	.27
55139	.13
55141	.08
56001	.04
56003	.16
56005	.00
56007	.01
56009	.06
56011	.03
56013	.00
56015	.11
56017	.01
56019	.04
56021	.00
56023	.05
56025	.03
56027	.00
56029	.20
56031	.05
56033	.03
56035	.02
56037	.00
56039	.06
56041	.06
56043	.18
56045	.00
